CodeNo,BTSName,DgOnLoad,SiteOnBat,HasRecord,RecordDate
IMJBL-39237,Gubra Kalan,0,0,1,10/21/2017
IMJBL-39292,Khini,0,502,1,10/21/2017
IMREW-46002,Jamuna Pasan,14184,2314,1,10/21/2017
IMREW-46031,Amadand,0,0,0,10/21/2017
IMJBL-15004,Ghunghuti,0,86258,1,10/21/2017
IMJBL-15002,Nowrozabad,0,1019,1,10/21/2017
IMJBL-15003,Pali,0,489,1,10/21/2017
IMJBL-15008,Pali BB,0,0,0,10/21/2017
IMJBL-15067,BADERI,39254,15895,1,10/21/2017
IMJBL-15068,NIGHARI,1523,8952,1,10/21/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/21/2017
IMJBL-38081,Khamtara,2922,1648,1,10/21/2017
IMJBL-38061,Ganeshpur_ Rptr,0,14103,1,10/21/2017
IMREW-46016,Budhanpur,0,0,0,10/21/2017
IMREW-46025,Funga,0,0,0,10/21/2017
IMREW-46023,Nigwani,0,2040,1,10/21/2017
IMREW-46017,Pipariya,0,0,0,10/21/2017
IMJBL-15013,BHAROLA,0,2105,1,10/21/2017
IMJBL-15023,Karkeli,0,0,0,10/21/2017
IMJBL-38019,Badwara,0,4597,1,10/21/2017
IMJBL-38131,KATARIYA,0,0,0,10/21/2017
IMJBL-15027,LOHRA,0,0,0,10/21/2017
IMJBL-15001,Umaria 2,0,451,1,10/21/2017
IMJBL-39215,Magarmuna,0,970,1,10/22/2017
IMJBL-39356,Sahsan,306,1552,1,10/22/2017
IMJBL-39229,Shahpura,0,0,1,10/22/2017
IMJBL-39239,Parsel,0,0,0,10/22/2017
IMJBL-39222,Patan,85707,4383,1,10/22/2017
IMJBL-39223,Guru Mohalla-  Patan,0,237,1,10/22/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/22/2017
IMJBL-39292,Khini,0,3653,1,10/22/2017
IMREW-46002,Jamuna Pasan,15938,1831,1,10/22/2017
IMREW-46031,Amadand,0,0,0,10/22/2017
IMJBL-15004,Ghunghuti,0,86286,1,10/22/2017
IMJBL-15002,Nowrozabad,0,3235,1,10/22/2017
IMJBL-15003,Pali,0,4343,1,10/22/2017
IMJBL-15008,Pali BB,0,0,0,10/22/2017
IMJBL-15067,BADERI,2232,4147,1,10/22/2017
IMJBL-15068,NIGHARI,8321,6308,1,10/22/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/22/2017
IMJBL-38081,Khamtara,2080,2501,1,10/22/2017
IMJBL-38061,Ganeshpur_ Rptr,0,10990,1,10/22/2017
IMREW-46016,Budhanpur,0,0,0,10/22/2017
IMREW-46025,Funga,0,0,0,10/22/2017
IMREW-46023,Nigwani,2166,4213,1,10/22/2017
IMREW-46017,Pipariya,0,0,0,10/22/2017
IMJBL-15013,BHAROLA,0,1843,1,10/22/2017
IMJBL-15023,Karkeli,0,0,0,10/22/2017
IMJBL-38019,Badwara,0,125,1,10/22/2017
IMJBL-38131,KATARIYA,0,0,1,10/22/2017
IMJBL-15027,LOHRA,0,0,0,10/22/2017
IMJBL-15001,Umaria 2,0,0,1,10/22/2017
IMJBL-39215,Magarmuna,961,2199,1,10/23/2017
IMJBL-39356,Sahsan,2937,4275,1,10/23/2017
IMJBL-39229,Shahpura,0,1159,1,10/23/2017
IMJBL-39239,Parsel,0,0,0,10/23/2017
IMJBL-39222,Patan,83407,6726,1,10/23/2017
IMJBL-39223,Guru Mohalla-  Patan,0,2656,1,10/23/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/23/2017
IMJBL-39292,Khini,0,777,1,10/23/2017
IMREW-46002,Jamuna Pasan,4344,2262,1,10/23/2017
IMREW-46031,Amadand,0,0,0,10/23/2017
IMJBL-15004,Ghunghuti,0,86348,1,10/23/2017
IMJBL-15002,Nowrozabad,0,2179,1,10/23/2017
IMJBL-15003,Pali,0,0,1,10/23/2017
IMJBL-15008,Pali BB,0,0,0,10/23/2017
IMJBL-15067,BADERI,0,1642,1,10/23/2017
IMJBL-15068,NIGHARI,0,0,1,10/23/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/23/2017
IMJBL-38081,Khamtara,5887,3029,1,10/23/2017
IMJBL-38061,Ganeshpur_ Rptr,0,20703,1,10/23/2017
IMREW-46016,Budhanpur,0,0,0,10/23/2017
IMREW-46025,Funga,0,0,0,10/23/2017
IMREW-46023,Nigwani,11152,6779,1,10/23/2017
IMREW-46017,Pipariya,0,0,0,10/23/2017
IMJBL-15013,BHAROLA,0,1747,1,10/23/2017
IMJBL-15023,Karkeli,0,0,0,10/23/2017
IMJBL-38019,Badwara,0,14104,1,10/23/2017
IMJBL-38131,KATARIYA,0,1413,1,10/23/2017
IMJBL-15027,LOHRA,0,0,0,10/23/2017
IMJBL-15001,Umaria 2,0,0,1,10/23/2017
IMJBL-39215,Magarmuna,365,4574,1,10/24/2017
IMJBL-39356,Sahsan,0,774,1,10/24/2017
IMJBL-39229,Shahpura,0,1388,1,10/24/2017
IMJBL-39239,Parsel,0,0,0,10/24/2017
IMJBL-39222,Patan,84771,1412,1,10/24/2017
IMJBL-39223,Guru Mohalla-  Patan,0,997,1,10/24/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/24/2017
IMJBL-39292,Khini,0,121,1,10/24/2017
IMREW-46002,Jamuna Pasan,3608,1237,1,10/24/2017
IMREW-46031,Amadand,0,0,0,10/24/2017
IMJBL-15004,Ghunghuti,0,85913,1,10/24/2017
IMJBL-15002,Nowrozabad,0,4555,1,10/24/2017
IMJBL-15003,Pali,0,3510,1,10/24/2017
IMJBL-15008,Pali BB,0,0,0,10/24/2017
IMJBL-15067,BADERI,2197,3723,1,10/24/2017
IMJBL-15068,NIGHARI,0,1837,1,10/24/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/24/2017
IMJBL-38081,Khamtara,6834,7697,1,10/24/2017
IMJBL-38061,Ganeshpur_ Rptr,0,13682,1,10/24/2017
IMREW-46016,Budhanpur,0,0,0,10/24/2017
IMREW-46025,Funga,0,0,0,10/24/2017
IMREW-46023,Nigwani,360,5479,1,10/24/2017
IMREW-46017,Pipariya,0,0,0,10/24/2017
IMJBL-15013,BHAROLA,0,93,1,10/24/2017
IMJBL-15023,Karkeli,0,0,0,10/24/2017
IMJBL-38019,Badwara,0,3191,1,10/24/2017
IMJBL-38131,KATARIYA,0,516,1,10/24/2017
IMJBL-15027,LOHRA,0,0,0,10/24/2017
IMJBL-15001,Umaria 2,0,760,1,10/24/2017
IMJBL-39215,Magarmuna,1822,5760,1,10/25/2017
IMJBL-39356,Sahsan,961,2019,1,10/25/2017
IMJBL-39229,Shahpura,2798,6214,1,10/25/2017
IMJBL-39239,Parsel,0,0,0,10/25/2017
IMJBL-39222,Patan,84421,1900,1,10/25/2017
IMJBL-39223,Guru Mohalla-  Patan,0,2171,1,10/25/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/25/2017
IMJBL-39292,Khini,446,3833,1,10/25/2017
IMREW-46002,Jamuna Pasan,6797,479,1,10/25/2017
IMREW-46031,Amadand,0,0,0,10/25/2017
IMJBL-15004,Ghunghuti,0,86300,1,10/25/2017
IMJBL-15002,Nowrozabad,0,0,1,10/25/2017
IMJBL-15003,Pali,0,1663,1,10/25/2017
IMJBL-15008,Pali BB,0,0,0,10/25/2017
IMJBL-15067,BADERI,237,5595,1,10/25/2017
IMJBL-15068,NIGHARI,0,3090,1,10/25/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/25/2017
IMJBL-38081,Khamtara,0,1028,1,10/25/2017
IMJBL-38061,Ganeshpur_ Rptr,0,18825,1,10/25/2017
IMREW-46016,Budhanpur,0,0,0,10/25/2017
IMREW-46025,Funga,0,0,0,10/25/2017
IMREW-46023,Nigwani,0,134,1,10/25/2017
IMREW-46017,Pipariya,0,0,0,10/25/2017
IMJBL-15013,BHAROLA,0,2082,1,10/25/2017
IMJBL-15023,Karkeli,0,0,0,10/25/2017
IMJBL-38019,Badwara,0,573,1,10/25/2017
IMJBL-38131,KATARIYA,0,748,1,10/25/2017
IMJBL-15027,LOHRA,0,0,0,10/25/2017
IMJBL-15001,Umaria 2,0,0,1,10/25/2017
IMJBL-39215,Magarmuna,0,1489,1,10/26/2017
IMJBL-39356,Sahsan,5900,3579,1,10/26/2017
IMJBL-39229,Shahpura,0,6950,1,10/26/2017
IMJBL-39239,Parsel,0,0,0,10/26/2017
IMJBL-39222,Patan,86127,233,1,10/26/2017
IMJBL-39223,Guru Mohalla-  Patan,0,238,1,10/26/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/26/2017
IMJBL-39292,Khini,0,51808,1,10/26/2017
IMREW-46002,Jamuna Pasan,5037,1501,1,10/26/2017
IMREW-46031,Amadand,0,0,0,10/26/2017
IMJBL-15004,Ghunghuti,0,86106,1,10/26/2017
IMJBL-15002,Nowrozabad,0,6938,1,10/26/2017
IMJBL-15003,Pali,0,7753,1,10/26/2017
IMJBL-15008,Pali BB,0,0,0,10/26/2017
IMJBL-15067,BADERI,2761,4629,1,10/26/2017
IMJBL-15068,NIGHARI,0,1364,1,10/26/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/26/2017
IMJBL-38081,Khamtara,0,372,1,10/26/2017
IMJBL-38061,Ganeshpur_ Rptr,0,12457,1,10/26/2017
IMREW-46016,Budhanpur,0,0,0,10/26/2017
IMREW-46025,Funga,0,0,0,10/26/2017
IMREW-46023,Nigwani,2113,5859,1,10/26/2017
IMREW-46017,Pipariya,0,0,0,10/26/2017
IMJBL-15013,BHAROLA,21380,1159,1,10/26/2017
IMJBL-15023,Karkeli,0,0,0,10/26/2017
IMJBL-38019,Badwara,0,605,1,10/26/2017
IMJBL-38131,KATARIYA,0,2335,1,10/26/2017
IMJBL-15027,LOHRA,0,0,0,10/26/2017
IMJBL-15001,Umaria 2,0,0,1,10/26/2017
IMJBL-39215,Magarmuna,961,5967,1,10/27/2017
IMJBL-39356,Sahsan,8701,2774,1,10/27/2017
IMJBL-39229,Shahpura,0,3695,1,10/27/2017
IMJBL-39239,Parsel,0,0,0,10/27/2017
IMJBL-39222,Patan,85335,960,1,10/27/2017
IMJBL-39223,Guru Mohalla-  Patan,0,940,1,10/27/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/27/2017
IMJBL-39292,Khini,0,86281,1,10/27/2017
IMREW-46002,Jamuna Pasan,7583,1393,1,10/27/2017
IMREW-46031,Amadand,0,0,0,10/27/2017
IMJBL-15004,Ghunghuti,0,86239,1,10/27/2017
IMJBL-15002,Nowrozabad,0,6431,1,10/27/2017
IMJBL-15003,Pali,0,12377,1,10/27/2017
IMJBL-15008,Pali BB,0,0,0,10/27/2017
IMJBL-15067,BADERI,3703,9027,1,10/27/2017
IMJBL-15068,NIGHARI,0,7282,1,10/27/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/27/2017
IMJBL-38081,Khamtara,4577,1421,1,10/27/2017
IMJBL-38061,Ganeshpur_ Rptr,0,10725,1,10/27/2017
IMREW-46016,Budhanpur,0,0,0,10/27/2017
IMREW-46025,Funga,0,0,0,10/27/2017
IMREW-46023,Nigwani,0,1803,1,10/27/2017
IMREW-46017,Pipariya,0,0,0,10/27/2017
IMJBL-15013,BHAROLA,1560,24817,1,10/27/2017
IMJBL-15023,Karkeli,0,0,0,10/27/2017
IMJBL-38019,Badwara,0,444,1,10/27/2017
IMJBL-38131,KATARIYA,0,5851,1,10/27/2017
IMJBL-15027,LOHRA,0,0,0,10/27/2017
IMJBL-15001,Umaria 2,0,115,1,10/27/2017
IMJBL-39215,Magarmuna,9532,9092,1,10/28/2017
IMJBL-39356,Sahsan,5786,2744,1,10/28/2017
IMJBL-39229,Shahpura,0,8738,1,10/28/2017
IMJBL-39239,Parsel,0,0,0,10/28/2017
IMJBL-39222,Patan,85484,659,1,10/28/2017
IMJBL-39223,Guru Mohalla-  Patan,0,630,1,10/28/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/28/2017
IMJBL-39292,Khini,0,86237,1,10/28/2017
IMREW-46002,Jamuna Pasan,12942,6285,1,10/28/2017
IMREW-46031,Amadand,0,0,0,10/28/2017
IMJBL-15004,Ghunghuti,0,86160,1,10/28/2017
IMJBL-15002,Nowrozabad,0,1122,1,10/28/2017
IMJBL-15003,Pali,0,7139,1,10/28/2017
IMJBL-15008,Pali BB,0,0,0,10/28/2017
IMJBL-15067,BADERI,4703,2100,1,10/28/2017
IMJBL-15068,NIGHARI,0,6854,1,10/28/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/28/2017
IMJBL-38081,Khamtara,1525,1429,1,10/28/2017
IMJBL-38061,Ganeshpur_ Rptr,0,35697,1,10/28/2017
IMREW-46016,Budhanpur,0,0,0,10/28/2017
IMREW-46025,Funga,0,0,0,10/28/2017
IMREW-46023,Nigwani,10488,5838,1,10/28/2017
IMREW-46017,Pipariya,0,0,0,10/28/2017
IMJBL-15013,BHAROLA,9279,1994,1,10/28/2017
IMJBL-15023,Karkeli,0,0,0,10/28/2017
IMJBL-38019,Badwara,0,184,1,10/28/2017
IMJBL-38131,KATARIYA,0,7261,1,10/28/2017
IMJBL-15027,LOHRA,0,0,0,10/28/2017
IMJBL-15001,Umaria 2,0,0,1,10/28/2017
IMJBL-39215,Magarmuna,347,5954,1,10/29/2017
IMJBL-39356,Sahsan,24346,6671,1,10/29/2017
IMJBL-39229,Shahpura,0,1065,1,10/29/2017
IMJBL-39239,Parsel,0,0,0,10/29/2017
IMJBL-39222,Patan,85526,714,1,10/29/2017
IMJBL-39223,Guru Mohalla-  Patan,0,1502,1,10/29/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/29/2017
IMJBL-39292,Khini,0,86314,1,10/29/2017
IMREW-46002,Jamuna Pasan,0,257,1,10/29/2017
IMREW-46031,Amadand,0,0,0,10/29/2017
IMJBL-15004,Ghunghuti,0,86377,1,10/29/2017
IMJBL-15002,Nowrozabad,0,923,1,10/29/2017
IMJBL-15003,Pali,0,1401,1,10/29/2017
IMJBL-15008,Pali BB,0,0,0,10/29/2017
IMJBL-15067,BADERI,0,1986,1,10/29/2017
IMJBL-15068,NIGHARI,0,3234,1,10/29/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/29/2017
IMJBL-38081,Khamtara,0,6912,1,10/29/2017
IMJBL-38061,Ganeshpur_ Rptr,576,55993,1,10/29/2017
IMREW-46016,Budhanpur,0,0,0,10/29/2017
IMREW-46025,Funga,0,0,0,10/29/2017
IMREW-46023,Nigwani,6816,3637,1,10/29/2017
IMREW-46017,Pipariya,0,0,0,10/29/2017
IMJBL-15013,BHAROLA,0,327,1,10/29/2017
IMJBL-15023,Karkeli,0,0,0,10/29/2017
IMJBL-38019,Badwara,0,0,1,10/29/2017
IMJBL-38131,KATARIYA,0,7302,1,10/29/2017
IMJBL-15027,LOHRA,0,0,0,10/29/2017
IMJBL-15001,Umaria 2,0,1003,1,10/29/2017
IMJBL-39215,Magarmuna,3912,7582,1,10/30/2017
IMJBL-39356,Sahsan,22058,970,1,10/30/2017
IMJBL-39229,Shahpura,0,2782,1,10/30/2017
IMJBL-39239,Parsel,0,0,0,10/30/2017
IMJBL-39222,Patan,81169,5071,1,10/30/2017
IMJBL-39223,Guru Mohalla-  Patan,0,5085,1,10/30/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/30/2017
IMJBL-39292,Khini,0,86359,1,10/30/2017
IMREW-46002,Jamuna Pasan,4642,1728,1,10/30/2017
IMREW-46031,Amadand,0,0,0,10/30/2017
IMJBL-15004,Ghunghuti,0,86269,1,10/30/2017
IMJBL-15002,Nowrozabad,0,217,1,10/30/2017
IMJBL-15003,Pali,0,1704,1,10/30/2017
IMJBL-15008,Pali BB,0,0,0,10/30/2017
IMJBL-15067,BADERI,4332,3761,1,10/30/2017
IMJBL-15068,NIGHARI,23440,16243,1,10/30/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/30/2017
IMJBL-38081,Khamtara,0,6194,1,10/30/2017
IMJBL-38061,Ganeshpur_ Rptr,135,55129,1,10/30/2017
IMREW-46016,Budhanpur,0,0,0,10/30/2017
IMREW-46025,Funga,0,0,0,10/30/2017
IMREW-46023,Nigwani,4993,3973,1,10/30/2017
IMREW-46017,Pipariya,0,0,0,10/30/2017
IMJBL-15013,BHAROLA,5964,13887,1,10/30/2017
IMJBL-15023,Karkeli,0,0,0,10/30/2017
IMJBL-38019,Badwara,0,960,1,10/30/2017
IMJBL-38131,KATARIYA,0,5558,1,10/30/2017
IMJBL-15027,LOHRA,0,0,0,10/30/2017
IMJBL-15001,Umaria 2,0,0,1,10/30/2017
IMJBL-39215,Magarmuna,2052,3253,1,10/31/2017
IMJBL-39356,Sahsan,233,2827,1,10/31/2017
IMJBL-39229,Shahpura,0,3005,1,10/31/2017
IMJBL-39239,Parsel,0,0,0,10/31/2017
IMJBL-39222,Patan,85563,571,1,10/31/2017
IMJBL-39223,Guru Mohalla-  Patan,0,661,1,10/31/2017
IMJBL-39237,Gubra Kalan,0,0,1,10/31/2017
IMJBL-39292,Khini,0,86073,1,10/31/2017
IMREW-46002,Jamuna Pasan,10692,8043,1,10/31/2017
IMREW-46031,Amadand,0,0,0,10/31/2017
IMJBL-15004,Ghunghuti,0,86386,1,10/31/2017
IMJBL-15002,Nowrozabad,0,1045,1,10/31/2017
IMJBL-15003,Pali,0,976,1,10/31/2017
IMJBL-15008,Pali BB,0,0,0,10/31/2017
IMJBL-15067,BADERI,0,1193,1,10/31/2017
IMJBL-15068,NIGHARI,6516,11932,1,10/31/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,10/31/2017
IMJBL-38081,Khamtara,0,3491,1,10/31/2017
IMJBL-38061,Ganeshpur_ Rptr,279,64422,1,10/31/2017
IMREW-46016,Budhanpur,0,0,0,10/31/2017
IMREW-46025,Funga,0,0,0,10/31/2017
IMREW-46023,Nigwani,0,1368,1,10/31/2017
IMREW-46017,Pipariya,0,0,0,10/31/2017
IMJBL-15013,BHAROLA,240,4535,1,10/31/2017
IMJBL-15023,Karkeli,0,0,0,10/31/2017
IMJBL-38019,Badwara,0,517,1,10/31/2017
IMJBL-38131,KATARIYA,0,1491,1,10/31/2017
IMJBL-15027,LOHRA,0,0,0,10/31/2017
IMJBL-15001,Umaria 2,0,0,1,10/31/2017
IMJBL-39215,Magarmuna,0,2722,1,11/1/2017
IMJBL-39356,Sahsan,0,1295,1,11/1/2017
IMJBL-39229,Shahpura,347,5661,1,11/1/2017
IMJBL-39239,Parsel,0,0,0,11/1/2017
IMJBL-39222,Patan,83460,2778,1,11/1/2017
IMJBL-39223,Guru Mohalla-  Patan,0,2907,1,11/1/2017
IMJBL-39237,Gubra Kalan,0,0,1,11/1/2017
IMJBL-39292,Khini,0,86321,1,11/1/2017
IMREW-46002,Jamuna Pasan,303,134,1,11/1/2017
IMREW-46031,Amadand,0,0,0,11/1/2017
IMJBL-15004,Ghunghuti,0,86300,1,11/1/2017
IMJBL-15002,Nowrozabad,0,1155,1,11/1/2017
IMJBL-15003,Pali,0,2823,1,11/1/2017
IMJBL-15008,Pali BB,0,0,0,11/1/2017
IMJBL-15067,BADERI,2226,4260,1,11/1/2017
IMJBL-15068,NIGHARI,6087,11749,1,11/1/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,11/1/2017
IMJBL-38081,Khamtara,4948,16639,1,11/1/2017
IMJBL-38061,Ganeshpur_ Rptr,179,54147,1,11/1/2017
IMREW-46016,Budhanpur,0,0,0,11/1/2017
IMREW-46025,Funga,0,0,0,11/1/2017
IMREW-46023,Nigwani,0,544,1,11/1/2017
IMREW-46017,Pipariya,0,0,0,11/1/2017
IMJBL-15013,BHAROLA,17920,15030,1,11/1/2017
IMJBL-15023,Karkeli,0,0,0,11/1/2017
IMJBL-38019,Badwara,0,605,1,11/1/2017
IMJBL-38131,KATARIYA,0,16768,1,11/1/2017
IMJBL-15027,LOHRA,0,0,0,11/1/2017
IMJBL-15001,Umaria 2,0,0,1,11/1/2017
IMJBL-39215,Magarmuna,1047,4118,1,11/2/2017
IMJBL-39356,Sahsan,1861,1303,1,11/2/2017
IMJBL-39229,Shahpura,0,5617,1,11/2/2017
IMJBL-39239,Parsel,0,0,0,11/2/2017
IMJBL-39222,Patan,85475,880,1,11/2/2017
IMJBL-39223,Guru Mohalla-  Patan,0,885,1,11/2/2017
IMJBL-39237,Gubra Kalan,0,0,1,11/2/2017
IMJBL-39292,Khini,0,86258,1,11/2/2017
IMREW-46002,Jamuna Pasan,3724,1862,1,11/2/2017
IMREW-46031,Amadand,0,0,0,11/2/2017
IMJBL-15004,Ghunghuti,0,86246,1,11/2/2017
IMJBL-15002,Nowrozabad,0,12717,1,11/2/2017
IMJBL-15003,Pali,0,19023,1,11/2/2017
IMJBL-15008,Pali BB,0,0,0,11/2/2017
IMJBL-15067,BADERI,0,7653,1,11/2/2017
IMJBL-15068,NIGHARI,0,3637,1,11/2/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,11/2/2017
IMJBL-38081,Khamtara,0,1589,1,11/2/2017
IMJBL-38061,Ganeshpur_ Rptr,211,54328,1,11/2/2017
IMREW-46016,Budhanpur,0,0,0,11/2/2017
IMREW-46025,Funga,0,0,0,11/2/2017
IMREW-46023,Nigwani,0,601,1,11/2/2017
IMREW-46017,Pipariya,0,0,0,11/2/2017
IMJBL-15013,BHAROLA,0,1081,1,11/2/2017
IMJBL-15023,Karkeli,0,0,0,11/2/2017
IMJBL-38019,Badwara,0,634,1,11/2/2017
IMJBL-38131,KATARIYA,0,411,1,11/2/2017
IMJBL-15027,LOHRA,0,0,0,11/2/2017
IMJBL-15001,Umaria 2,0,2667,1,11/2/2017
IMJBL-39215,Magarmuna,1527,5047,1,11/3/2017
IMJBL-39356,Sahsan,0,811,1,11/3/2017
IMJBL-39229,Shahpura,0,117,1,11/3/2017
IMJBL-39239,Parsel,0,0,0,11/3/2017
IMJBL-39222,Patan,85707,595,1,11/3/2017
IMJBL-39223,Guru Mohalla-  Patan,0,540,1,11/3/2017
IMJBL-39237,Gubra Kalan,0,0,1,11/3/2017
IMJBL-39292,Khini,0,86346,1,11/3/2017
IMREW-46002,Jamuna Pasan,5947,239,1,11/3/2017
IMREW-46031,Amadand,0,0,0,11/3/2017
IMJBL-15004,Ghunghuti,0,86283,1,11/3/2017
IMJBL-15002,Nowrozabad,0,5956,1,11/3/2017
IMJBL-15003,Pali,0,0,1,11/3/2017
IMJBL-15008,Pali BB,0,0,0,11/3/2017
IMJBL-15067,BADERI,0,5527,1,11/3/2017
IMJBL-15068,NIGHARI,0,197,1,11/3/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,11/3/2017
IMJBL-38081,Khamtara,79,7878,1,11/3/2017
IMJBL-38061,Ganeshpur_ Rptr,133,54858,1,11/3/2017
IMREW-46016,Budhanpur,0,0,0,11/3/2017
IMREW-46025,Funga,0,0,0,11/3/2017
IMREW-46023,Nigwani,0,1865,1,11/3/2017
IMREW-46017,Pipariya,0,0,0,11/3/2017
IMJBL-15013,BHAROLA,0,1309,1,11/3/2017
IMJBL-15023,Karkeli,0,0,0,11/3/2017
IMJBL-38019,Badwara,0,435,1,11/3/2017
IMJBL-38131,KATARIYA,0,1186,1,11/3/2017
IMJBL-15027,LOHRA,0,0,0,11/3/2017
IMJBL-15001,Umaria 2,0,476,1,11/3/2017
IMJBL-39215,Magarmuna,0,842,1,11/4/2017
IMJBL-39356,Sahsan,2039,343,1,11/4/2017
IMJBL-39229,Shahpura,0,1330,1,11/4/2017
IMJBL-39239,Parsel,0,0,0,11/4/2017
IMJBL-39222,Patan,82890,3355,1,11/4/2017
IMJBL-39223,Guru Mohalla-  Patan,0,2893,1,11/4/2017
IMJBL-39237,Gubra Kalan,0,0,1,11/4/2017
IMJBL-39292,Khini,0,86239,1,11/4/2017
IMREW-46002,Jamuna Pasan,4078,3413,1,11/4/2017
IMREW-46031,Amadand,0,0,0,11/4/2017
IMJBL-15004,Ghunghuti,0,86181,1,11/4/2017
IMJBL-15002,Nowrozabad,0,8666,1,11/4/2017
IMJBL-15003,Pali,0,756,1,11/4/2017
IMJBL-15008,Pali BB,0,0,0,11/4/2017
IMJBL-15067,BADERI,9154,12055,1,11/4/2017
IMJBL-15068,NIGHARI,0,3677,1,11/4/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,11/4/2017
IMJBL-38081,Khamtara,9796,29398,1,11/4/2017
IMJBL-38061,Ganeshpur_ Rptr,478,46206,1,11/4/2017
IMREW-46016,Budhanpur,0,0,0,11/4/2017
IMREW-46025,Funga,0,0,0,11/4/2017
IMREW-46023,Nigwani,0,1134,1,11/4/2017
IMREW-46017,Pipariya,0,0,0,11/4/2017
IMJBL-15013,BHAROLA,7752,13024,1,11/4/2017
IMJBL-15023,Karkeli,0,0,0,11/4/2017
IMJBL-38019,Badwara,0,17325,1,11/4/2017
IMJBL-38131,KATARIYA,0,34872,1,11/4/2017
IMJBL-15027,LOHRA,0,0,0,11/4/2017
IMJBL-15001,Umaria 2,0,232,1,11/4/2017
IMJBL-39215,Magarmuna,735,2782,1,11/5/2017
IMJBL-39356,Sahsan,0,775,1,11/5/2017
IMJBL-39229,Shahpura,0,331,1,11/5/2017
IMJBL-39239,Parsel,0,0,0,11/5/2017
IMJBL-39222,Patan,85591,749,1,11/5/2017
IMJBL-39223,Guru Mohalla-  Patan,0,710,1,11/5/2017
IMJBL-39237,Gubra Kalan,0,0,1,11/5/2017
IMJBL-39292,Khini,0,86241,1,11/5/2017
IMREW-46002,Jamuna Pasan,720,3339,1,11/5/2017
IMREW-46031,Amadand,0,0,0,11/5/2017
IMJBL-15004,Ghunghuti,0,86293,1,11/5/2017
IMJBL-15002,Nowrozabad,0,5556,1,11/5/2017
IMJBL-15003,Pali,0,1413,1,11/5/2017
IMJBL-15008,Pali BB,0,0,0,11/5/2017
IMJBL-15067,BADERI,1986,5888,1,11/5/2017
IMJBL-15068,NIGHARI,0,6645,1,11/5/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,11/5/2017
IMJBL-38081,Khamtara,0,4410,1,11/5/2017
IMJBL-38061,Ganeshpur_ Rptr,11480,43522,1,11/5/2017
IMREW-46016,Budhanpur,0,0,0,11/5/2017
IMREW-46025,Funga,0,0,0,11/5/2017
IMREW-46023,Nigwani,0,1705,1,11/5/2017
IMREW-46017,Pipariya,0,0,0,11/5/2017
IMJBL-15013,BHAROLA,0,1954,1,11/5/2017
IMJBL-15023,Karkeli,0,0,0,11/5/2017
IMJBL-38019,Badwara,0,15025,1,11/5/2017
IMJBL-38131,KATARIYA,0,7230,1,11/5/2017
IMJBL-15027,LOHRA,0,0,0,11/5/2017
IMJBL-15001,Umaria 2,0,180,1,11/5/2017
IMJBL-39215,Magarmuna,0,915,1,11/6/2017
IMJBL-39356,Sahsan,593,1509,1,11/6/2017
IMJBL-39229,Shahpura,0,0,1,11/6/2017
IMJBL-39239,Parsel,0,0,0,11/6/2017
IMJBL-39222,Patan,85993,250,1,11/6/2017
IMJBL-39223,Guru Mohalla-  Patan,0,462,1,11/6/2017
IMJBL-39237,Gubra Kalan,0,0,1,11/6/2017
IMJBL-39292,Khini,0,86222,1,11/6/2017
IMREW-46002,Jamuna Pasan,4556,421,1,11/6/2017
IMREW-46031,Amadand,0,0,0,11/6/2017
IMJBL-15004,Ghunghuti,0,86303,1,11/6/2017
IMJBL-15002,Nowrozabad,0,5141,1,11/6/2017
IMJBL-15003,Pali,0,15684,1,11/6/2017
IMJBL-15008,Pali BB,0,0,0,11/6/2017
IMJBL-15067,BADERI,21372,19906,1,11/6/2017
IMJBL-15068,NIGHARI,0,6572,1,11/6/2017
IMJBL-15006,Bhagra(Umaria),0,0,0,11/6/2017
